id,id_a,id_b,durasi
7241,74,14,1528
7242,74,15,1487
7243,74,16,1902
7244,74,17,1327
7245,74,18,1549
7246,74,19,1654
7247,74,20,2063
7248,74,21,2211
7249,74,22,1233
7250,74,23,1420
7251,74,24,935
7252,74,25,2005
7253,74,26,531
7254,74,27,3930
7255,74,28,1538
7256,74,29,3261
7257,74,30,550
7258,74,31,2441
7259,74,32,1473
7260,74,33,1608
7261,74,34,1968
7262,74,35,1532
7263,74,36,1288
7264,74,37,3321
7265,74,38,2968
7266,74,39,3454
7267,74,40,474
7268,74,41,2790
7269,74,42,3321
7270,74,43,3774
7271,74,44,2231
7272,74,45,3777
7273,74,46,1425
7274,74,47,1927
7275,74,48,1631
7276,74,49,2486
7277,74,50,1339
7278,74,51,2862
7279,74,52,1191
7280,74,53,1441
7281,74,54,3117
7282,74,55,2580
7283,74,56,1224
7284,74,57,474
7285,74,58,8746
7286,74,59,3031
7287,74,60,1242
7288,74,61,1045
7289,74,62,3562
7290,74,63,1319
7291,74,64,3844
7292,74,65,6915
7293,74,66,620
7294,74,67,1920
7295,74,68,1369
7296,74,69,1265
7297,74,70,1290
7298,74,71,3653
7299,74,72,2035
7300,74,73,2288
7301,74,74,0
7302,74,75,2299
7303,74,76,1022
7304,74,77,1388
7305,74,78,1446
7306,74,79,3494
7307,74,80,608
7308,74,81,1240
7309,74,82,1596
7310,74,83,532
7311,74,84,2464
7312,74,85,1868
7313,74,86,1511
7314,74,87,1122
7315,74,88,1567
7316,74,89,1299
7317,74,90,888
7318,74,91,1255
7319,74,92,1536
7320,74,93,3444
7321,74,94,1030
7322,74,95,2133
7323,74,96,1384
7324,74,97,1294
7325,74,98,1440
7326,74,99,1876
7327,75,1,2242
7328,75,2,2376
7329,75,3,2551
7330,75,4,2591
7331,75,5,2322
7332,75,6,2471
7333,75,7,2465
7334,75,8,2430
7335,75,9,2419
7336,75,10,2494
7337,75,11,2630
7338,75,12,1972
7339,75,13,2021
7340,75,14,2823
7341,75,15,2429
7342,75,16,1604
7343,75,17,2708
7344,75,18,2243
7345,75,19,2429
7346,75,20,2344
7347,75,21,1991
7348,75,22,1909
7349,75,23,2619
7350,75,24,3161
7351,75,25,1707
7352,75,26,2690
7353,75,27,4153
7354,75,28,1856
7355,75,29,2198
7356,75,30,2710
7357,75,31,2469
7358,75,32,2429
7359,75,33,1832
7360,75,34,3366
7361,75,35,2588
7362,75,36,2430
7363,75,37,2258
7364,75,38,2866
7365,75,39,5590
7366,75,40,2553
7367,75,41,2818
7368,75,42,1924
7369,75,43,4087
7370,75,44,2129
7371,75,45,4090
7372,75,46,2277
7373,75,47,1629
7374,75,48,2507
7375,75,49,1600
7376,75,50,2326
7377,75,51,2336
7378,75,52,2669
7379,75,53,2319
7380,75,54,1949
7381,75,55,442
7382,75,56,2480
7383,75,57,2553
7384,75,58,7302
7385,75,59,1864
7386,75,60,2508
7387,75,61,2508
7388,75,62,5255
7389,75,63,2450
7390,75,64,5537
7391,75,65,6042
7392,75,66,2238
7393,75,67,2100
7394,75,68,2747
7395,75,69,2530
7396,75,70,2471
7397,75,71,2445
7398,75,72,1754
7399,75,73,2068
7400,75,74,2571
7401,75,75,0
7402,75,76,2203
7403,75,77,2469
7404,75,78,1690
7405,75,79,3526
7406,75,80,2488
7407,75,81,2476
7408,75,82,2193
7409,75,83,2190
7410,75,84,215
7411,75,85,2097
7412,75,86,2498
7413,75,87,2525
7414,75,88,2624
7415,75,89,2677
7416,75,90,2595
7417,75,91,1887
7418,75,92,2831
7419,75,93,3665
7420,75,94,3189
7421,75,95,1959
7422,75,96,2646
7423,75,97,3431
7424,75,98,2606
7425,75,99,2097
7426,76,1,405
7427,76,2,539
7428,76,3,934
7429,76,4,937
7430,76,5,484
7431,76,6,634
7432,76,7,627
7433,76,8,661
7434,76,9,732
7435,76,10,726
7436,76,11,740
7437,76,12,341
7438,76,13,77
7439,76,14,1416
7440,76,15,936
7441,76,16,1223
7442,76,17,849
7443,76,18,791
7444,76,19,1052
7445,76,20,1374
7446,76,21,1362
7447,76,22,270
7448,76,23,1183
7449,76,24,1301
7450,76,25,1326
7451,76,26,1129
7452,76,27,3568
7453,76,28,502
7454,76,29,3292
7455,76,30,1148
7456,76,31,2592
7457,76,32,592
7458,76,33,567
7459,76,34,2210
7460,76,35,1095
7461,76,36,698
7462,76,37,3351
7463,76,38,3119
7464,76,39,3655
7465,76,40,570
7466,76,41,2942
7467,76,42,2693
7468,76,43,3412
7469,76,44,1350
7470,76,45,3415
7471,76,46,603
7472,76,47,1248
7473,76,48,1404
7474,76,49,1859
7475,76,50,738
7476,76,51,2892
7477,76,52,1052
7478,76,53,482
7479,76,54,2490
7480,76,55,2266
7481,76,56,1369
7482,76,57,570
7483,76,58,8119
7484,76,59,2404
7485,76,60,739
7486,76,61,536
7487,76,62,3804
7488,76,63,717
7489,76,64,4085
7490,76,65,6652
7491,76,66,614
7492,76,67,1027
7493,76,68,857
7494,76,69,762
7495,76,70,689
7496,76,71,3215
7497,76,72,1128
7498,76,73,1439
7499,76,74,870
7500,76,75,1985
7501,76,76,0
7502,76,77,632
7503,76,78,689
7504,76,79,3132
7505,76,80,434
7506,76,81,639
7507,76,82,808
7508,76,83,710
7509,76,84,2151
7510,76,85,975
7511,76,86,910
7512,76,87,554
7513,76,88,1161
7514,76,89,787
7515,76,90,624
7516,76,91,685
7517,76,92,1424
7518,76,93,3082
7519,76,94,1712
7520,76,95,1252
7521,76,96,872
7522,76,97,1496
7523,76,98,990
7524,76,99,975
7525,77,1,555
7526,77,2,574
7527,77,3,484
7528,77,4,474
7529,77,5,519
7530,77,6,108
7531,77,7,101
7532,77,8,135
7533,77,9,206
7534,77,10,200
7535,77,11,334
7536,77,12,561
7537,77,13,674
7538,77,14,1197
7539,77,15,410
7540,77,16,1198
7541,77,17,508
7542,77,18,421
7543,77,19,526
7544,77,20,1128
7545,77,21,1116
7546,77,22,617
7547,77,23,783
7548,77,24,1475
7549,77,25,1256
7550,77,26,1436
7551,77,27,3141
7552,77,28,759
7553,77,29,3738
7554,77,30,1455
7555,77,31,3133
7556,77,32,346
7557,77,33,787
7558,77,34,2644
7559,77,35,569
7560,77,36,171
7561,77,37,3797
7562,77,38,3635
7563,77,39,3460
7564,77,40,1004
7565,77,41,3482
7566,77,42,2623
7567,77,43,2986
7568,77,44,1104
7569,77,45,2988
7570,77,46,298
7571,77,47,1227
7572,77,48,961
7573,77,49,1789
7574,77,50,212
7575,77,51,3338
7576,77,52,855
7577,77,53,516
7578,77,54,2419
7579,77,55,2538
7580,77,56,1803
7581,77,57,1004
7582,77,58,8049
7583,77,59,2334
7584,77,60,213
7585,77,61,469
7586,77,62,4238
7587,77,63,191
7588,77,64,4520
7589,77,65,6126
7590,77,66,1048
7591,77,67,793
7592,77,68,451
7593,77,69,236
7594,77,70,163
7595,77,71,2856
7596,77,72,1016
7597,77,73,1192
7598,77,74,1148
7599,77,75,2258
7600,77,76,677
7601,77,77,0
7602,77,78,946
7603,77,79,2705
7604,77,80,868
7605,77,81,112
7606,77,82,469
7607,77,83,1144
7608,77,84,2423
7609,77,85,741
7610,77,86,384
7611,77,87,593
7612,77,88,656
7613,77,89,381
7614,77,90,429
7615,77,91,1059
7616,77,92,1205
7617,77,93,2655
7618,77,94,1886
7619,77,95,1005
7620,77,96,466
7621,77,97,1301
7622,77,98,587
7623,77,99,749
7624,78,1,782
7625,78,2,916
7626,78,3,1227
7627,78,4,1227
7628,78,5,861
7629,78,6,1010
7630,78,7,1004
7631,78,8,1010
7632,78,9,1000
7633,78,10,1075
7634,78,11,1210
7635,78,12,512
7636,78,13,561
7637,78,14,1754
7638,78,15,1105
7639,78,16,535
7640,78,17,1360
7641,78,18,848
7642,78,19,1119
7643,78,20,1275
7644,78,21,922
7645,78,22,448
7646,78,23,1477
7647,78,24,1826
7648,78,25,638
7649,78,26,1605
7650,78,27,3165
7651,78,28,395
7652,78,29,2894
7653,78,30,1624
7654,78,31,2810
7655,78,32,969
7656,78,33,371
7657,78,34,2575
7658,78,35,1264
7659,78,36,1011
7660,78,37,2954
7661,78,38,3206
7662,78,39,4166
7663,78,40,1163
7664,78,41,3159
7665,78,42,2005
7666,78,43,3010
7667,78,44,1059
7668,78,45,3013
7669,78,46,816
7670,78,47,559
7671,78,48,1437
7672,78,49,1170
7673,78,50,906
7674,78,51,2909
7675,78,52,1599
7676,78,53,858
7677,78,54,1801
7678,78,55,1577
7679,78,56,1735
7680,78,57,1163
7681,78,58,7430
7682,78,59,1715
7683,78,60,1088
7684,78,61,1047
7685,78,62,4169
7686,78,63,1030
7687,78,64,4451
7688,78,65,6170
7689,78,66,1152
7690,78,67,788
7691,78,68,1327
7692,78,69,1111
7693,78,70,1065
7694,78,71,2526
7695,78,72,685
7696,78,73,999
7697,78,74,1485
7698,78,75,1297
7699,78,76,742
7700,78,77,1008
7701,78,78,0
7702,78,79,2729
7703,78,80,1027
7704,78,81,1015
7705,78,82,797
7706,78,83,1104
7707,78,84,1462
7708,78,85,765
7709,78,86,1079
7710,78,87,1065
7711,78,88,1351
7712,78,89,1257
7713,78,90,1134
7714,78,91,427
7715,78,92,1762
7716,78,93,2680
7717,78,94,2103
7718,78,95,890
7719,78,96,1281
7720,78,97,2006
7721,78,98,1282
7722,78,99,765
7723,79,1,2960
7724,79,2,2978
7725,79,3,2476
7726,79,4,2516
7727,79,5,2924
7728,79,6,2920
7729,79,7,2673
7730,79,8,2637
7731,79,9,2587
7732,79,10,2675
7733,79,11,2702
7734,79,12,2965
7735,79,13,3066
7736,79,14,2200
7737,79,15,2354
7738,79,16,2559
7739,79,17,2632
7740,79,18,2684
7741,79,19,2354
7742,79,20,2173
7743,79,21,2276
7744,79,22,3025
7745,79,23,2273
7746,79,24,3574
7747,79,25,2390
7748,79,26,3610
7749,79,27,661
7750,79,28,2972
7751,79,29,5106
7752,79,30,3629
7753,79,31,5389
7754,79,32,2804
7755,79,33,2826
7756,79,34,5047
7757,79,35,2409
7758,79,36,2598
7759,79,37,5166
7760,79,38,5786
7761,79,39,4579
7762,79,40,3553
7763,79,41,5738
7764,79,42,1654
7765,79,43,561
7766,79,44,2422
7767,79,45,564
7768,79,46,2702
7769,79,47,2642
7770,79,48,1950
7771,79,49,2229
7772,79,50,2678
7773,79,51,5277
7774,79,52,2323
7775,79,53,2921
7776,79,54,2369
7777,79,55,3537
7778,79,56,4302
7779,79,57,3553
7780,79,58,6084
7781,79,59,2284
7782,79,60,2689
7783,79,61,2939
7784,79,62,6494
7785,79,63,2718
7786,79,64,6766
7787,79,65,4762
7788,79,66,3699
7789,79,67,2353
7790,79,68,2666
7791,79,69,2712
7792,79,70,2728
7793,79,71,1074
7794,79,72,2550
7795,79,73,2352
7796,79,74,3321
7797,79,75,3256
7798,79,76,3248
7799,79,77,2918
7800,79,78,3008
7801,79,79,0
7802,79,80,3532
7803,79,81,2686
7804,79,82,2491
7805,79,83,3610
7806,79,84,3444
7807,79,85,2301
7808,79,86,2495
7809,79,87,3153
7810,79,88,2278
7811,79,89,2749
7812,79,90,2874
7813,79,91,3195
7814,79,92,2208
7815,79,93,139
7816,79,94,4059
7817,79,95,2329
7818,79,96,2571
7819,79,97,3265
7820,79,98,2417
7821,79,99,2301
7822,80,1,928
7823,80,2,1062
7824,80,3,1286
7825,80,4,1290
7826,80,5,1007
7827,80,6,1157
7828,80,7,1070
7829,80,8,1093
7830,80,9,1163
7831,80,10,1090
7832,80,11,1093
7833,80,12,808
7834,80,13,600
7835,80,14,1700
7836,80,15,1378
7837,80,16,1753
7838,80,17,1202
7839,80,18,1314
7840,80,19,1494
7841,80,20,1897
7842,80,21,1885
7843,80,22,793
7844,80,23,1592
7845,80,24,1196
7846,80,25,1856
7847,80,26,866
7848,80,27,4102
7849,80,28,1025
7850,80,29,3393
7851,80,30,885
7852,80,31,2673
7853,80,32,1115
7854,80,33,1090
7855,80,34,2184
7856,80,35,1434
7857,80,36,1129
7858,80,37,3452
7859,80,38,3200
7860,80,39,3626
7861,80,40,306
7862,80,41,3022
7863,80,42,3223
7864,80,43,3946
7865,80,44,1873
7866,80,45,3949
7867,80,46,1126
7868,80,47,1778
7869,80,48,1803
7870,80,49,2389
7871,80,50,1180
7872,80,51,2994
7873,80,52,1363
7874,80,53,1005
7875,80,54,3019
7876,80,55,2711
7877,80,56,1344
7878,80,57,306
7879,80,58,8649
7880,80,59,2934
7881,80,60,1083
7882,80,61,889
7883,80,62,3778
7884,80,63,1159
7885,80,64,4060
7886,80,65,7087
7887,80,66,588
7888,80,67,1550
7889,80,68,1209
7890,80,69,1105
7891,80,70,1131
7892,80,71,3745
7893,80,72,1651
7894,80,73,1962
7895,80,74,607
7896,80,75,2430
7897,80,76,582
7898,80,77,1155
7899,80,78,1219
7900,80,79,3666
7901,80,80,0
7902,80,81,1081
7903,80,82,1331
7904,80,83,684
7905,80,84,2596
7906,80,85,1498
7907,80,86,1352
7908,80,87,907
7909,80,88,1514
7910,80,89,1139
7911,80,90,977
7912,80,91,1098
7913,80,92,1708
7914,80,93,3616
7915,80,94,1364
7916,80,95,1775
7917,80,96,1224
7918,80,97,1466
7919,80,98,1342
7920,80,99,1498
7921,81,1,442
7922,81,2,461
7923,81,3,420
7924,81,4,419
7925,81,5,407
7926,81,6,350
7927,81,7,279
7928,81,8,100
7929,81,9,192
7930,81,10,165
7931,81,11,301
7932,81,12,448
7933,81,13,549
7934,81,14,1157
7935,81,15,298
7936,81,16,1086
7937,81,17,474
7938,81,18,309
7939,81,19,414
7940,81,20,1015
7941,81,21,1003
7942,81,22,504
7943,81,23,670
7944,81,24,1454
7945,81,25,1144
7946,81,26,1416
7947,81,27,3029
7948,81,28,647
7949,81,29,3625
7950,81,30,1435
7951,81,31,3115
7952,81,32,233
7953,81,33,674
7954,81,34,2747
7955,81,35,456
7956,81,36,137
7957,81,37,3685
7958,81,38,3523
7959,81,39,3439
7960,81,40,1107
7961,81,41,3464
7962,81,42,2511
7963,81,43,2873
7964,81,44,991
7965,81,45,2876
7966,81,46,185
7967,81,47,1115
7968,81,48,848
7969,81,49,1676
7970,81,50,99
7971,81,51,3226
7972,81,52,834
7973,81,53,404
7974,81,54,2307
7975,81,55,2426
7976,81,56,1907
7977,81,57,1107
7978,81,58,7936
7979,81,59,2221
7980,81,60,178
7981,81,61,448
7982,81,62,4341
7983,81,63,79
7984,81,64,4623
7985,81,65,6014
7986,81,66,1151
7987,81,67,680
7988,81,68,417
7989,81,69,201
7990,81,70,50
7991,81,71,2744
7992,81,72,904
7993,81,73,1080
7994,81,74,1127
7995,81,75,2145
7996,81,76,730
7997,81,77,348
7998,81,78,834
7999,81,79,2593
8000,81,80,971
8001,81,81,0
8002,81,82,356
8003,81,83,1248
8004,81,84,2310
8005,81,85,628
8006,81,86,271
8007,81,87,680
8008,81,88,544
8009,81,89,347
8010,81,90,408
8011,81,91,947
8012,81,92,1165
8013,81,93,2543
8014,81,94,1865
8015,81,95,893
8016,81,96,474
8017,81,97,1280
8018,81,98,475
8019,81,99,636
8020,82,1,656
8021,82,2,675
8022,82,3,479
8023,82,4,519
8024,82,5,621
8025,82,6,613
8026,82,7,466
8027,82,8,390
8028,82,9,380
8029,82,10,455
8030,82,11,591
8031,82,12,527
8032,82,13,629
8033,82,14,1171
8034,82,15,356
8035,82,16,884
8036,82,17,635
8037,82,18,228
8038,82,19,357
8039,82,20,764
8040,82,21,753
8041,82,22,592
8042,82,23,729
8043,82,24,1744
8044,82,25,829
8045,82,26,1706
8046,82,27,2896
8047,82,28,538
8048,82,29,3542
8049,82,30,1725
8050,82,31,3164
8051,82,32,497
8052,82,33,550
8053,82,34,2871
8054,82,35,515
8055,82,36,391
8056,82,37,3601
8057,82,38,3561
8058,82,39,3730
8059,82,40,1231
8060,82,41,3514
8061,82,42,2196
8062,82,43,2741
8063,82,44,741
8064,82,45,2744
8065,82,46,399
8066,82,47,914
8067,82,48,862
8068,82,49,1362
8069,82,50,287
8070,82,51,3264
8071,82,52,955
8072,82,53,618
8073,82,54,1992
8074,82,55,2225
8075,82,56,2031
8076,82,57,1231
8077,82,58,7622
8078,82,59,1907
8079,82,60,469
8080,82,61,738
8081,82,62,4465
8082,82,63,411
8083,82,64,4747
8084,82,65,5905
8085,82,66,1275
8086,82,67,430
8087,82,68,669
8088,82,69,491
8089,82,70,432
8090,82,71,2500
8091,82,72,614
8092,82,73,829
8093,82,74,1417
8094,82,75,1944
8095,82,76,811
8096,82,77,611
8097,82,78,725
8098,82,79,2460
8099,82,80,1095
8100,82,81,479
8101,82,82,0
8102,82,83,1372
8103,82,84,2109
8104,82,85,378
8105,82,86,459
8106,82,87,970
8107,82,88,598
8108,82,89,638
8109,82,90,698
8110,82,91,838
8111,82,92,1179
8112,82,93,2411
8113,82,94,2155
8114,82,95,642
8115,82,96,574
8116,82,97,1570
8117,82,98,533
8118,82,99,385
8119,83,1,940
8120,83,2,1074
8121,83,3,1437
8122,83,4,1441
8123,83,5,1019
8124,83,6,1168
8125,83,7,1162
8126,83,8,1196
8127,83,9,1267
8128,83,10,1241
8129,83,11,1243
8130,83,12,773
8131,83,13,611
8132,83,14,1670
8133,83,15,1471
8134,83,16,1365
8135,83,17,1353
8136,83,18,1326
8137,83,19,1587
8138,83,20,1909
8139,83,21,1752
8140,83,22,805
8141,83,23,1561
8142,83,24,1165
8143,83,25,1468
8144,83,26,695
8145,83,27,3995
8146,83,28,1000
8147,83,29,2724
8148,83,30,714
8149,83,31,1995
8150,83,32,1127
8151,83,33,1070
8152,83,34,1666
8153,83,35,1585
8154,83,36,1232
8155,83,37,2783
8156,83,38,2522
8157,83,39,3595
8158,83,40,558
8159,83,41,2344
8160,83,42,2783
8161,83,43,3840
8162,83,44,1885
8163,83,45,3843
8164,83,46,1138
8165,83,47,1389
8166,83,48,1772
8167,83,49,1948
8168,83,50,1272
8169,83,51,2324
8170,83,52,1332
8171,83,53,1016
8172,83,54,2579
8173,83,55,2042
8174,83,56,826
8175,83,57,558
8176,83,58,8208
8177,83,59,2494
8178,83,60,1233
8179,83,61,1040
8180,83,62,3260
8181,83,63,1252
8182,83,64,3542
8183,83,65,6948
8184,83,66,242
8185,83,67,1562
8186,83,68,1360
8187,83,69,1256
8188,83,70,1223
8189,83,71,3304
8190,83,72,1497
8191,83,73,1829
8192,83,74,576
8193,83,75,1761
8194,83,76,732
8195,83,77,1166
8196,83,78,909
8197,83,79,3559
8198,83,80,626
8199,83,81,1173
8200,83,82,1343
8201,83,83,0
8202,83,84,1926
8203,83,85,1510
8204,83,86,1445
8205,83,87,1057
8206,83,88,1664
8207,83,89,1290
8208,83,90,1029
8209,83,91,717
8210,83,92,1678
8211,83,93,3510
8212,83,94,1194
8213,83,95,1720
8214,83,96,1375
8215,83,97,1436
8216,83,98,1493
8217,83,99,1510
8218,84,1,2224
8219,84,2,2358
8220,84,3,2532
8221,84,4,2573
8222,84,5,2303
8223,84,6,2452
8224,84,7,2446
8225,84,8,2411
8226,84,9,2400
8227,84,10,2475
8228,84,11,2611
8229,84,12,1954
8230,84,13,2003
8231,84,14,2805
8232,84,15,2410
8233,84,16,1585
8234,84,17,2689
8235,84,18,2225
8236,84,19,2411
8237,84,20,2326
8238,84,21,1973
8239,84,22,1890
8240,84,23,2600
8241,84,24,3142
8242,84,25,1688
8243,84,26,2672
8244,84,27,4134
8245,84,28,1837
8246,84,29,1951
8247,84,30,2691
8248,84,31,2222
8249,84,32,2411
8250,84,33,1813
8251,84,34,3120
8252,84,35,2569
8253,84,36,2412
8254,84,37,2011
8255,84,38,2619
8256,84,39,5572
8257,84,40,2534
8258,84,41,2572
8259,84,42,1905
8260,84,43,4068
8261,84,44,2110
8262,84,45,4071
8263,84,46,2258
8264,84,47,1610
8265,84,48,2488
8266,84,49,1581
8267,84,50,2307
8268,84,51,2089
8269,84,52,2650
8270,84,53,2300
8271,84,54,1931
8272,84,55,226
8273,84,56,2233
8274,84,57,2534
8275,84,58,7330
8276,84,59,1845
8277,84,60,2489
8278,84,61,2489
8279,84,62,5076
8280,84,63,2431
8281,84,64,5358
8282,84,65,6070
8283,84,66,2219
8284,84,67,2082
8285,84,68,2728
8286,84,69,2512
8287,84,70,2453
8288,84,71,2427
8289,84,72,1736
8290,84,73,2049
8291,84,74,2552
8292,84,75,239
8293,84,76,2184
8294,84,77,2450
8295,84,78,1671
8296,84,79,3507
8297,84,80,2469
8298,84,81,2457
8299,84,82,2174
8300,84,83,2171
8301,84,84,0
8302,84,85,2079
8303,84,86,2479
8304,84,87,2507
8305,84,88,2606
8306,84,89,2658
8307,84,90,2576
8308,84,91,1869
8309,84,92,2813
8310,84,93,3646
8311,84,94,3170
8312,84,95,1940
8313,84,96,2628
8314,84,97,3412
8315,84,98,2587
8316,84,99,2079
8317,85,1,976
8318,85,2,994
8319,85,3,509
8320,85,4,550
8321,85,5,940
8322,85,6,932
8323,85,7,707
8324,85,8,670
8325,85,9,621
8326,85,10,709
8327,85,11,782
8328,85,12,800
8329,85,13,902
8330,85,14,1131
8331,85,15,387
8332,85,16,774
8333,85,17,666
8334,85,18,523
8335,85,19,388
8336,85,20,453
8337,85,21,441
8338,85,22,864
8339,85,23,760
8340,85,24,2063
8341,85,25,587
8342,85,26,2025
8343,85,27,2646
8344,85,28,811
8345,85,29,3419
8346,85,30,2044
8347,85,31,3380
8348,85,32,816
8349,85,33,634
8350,85,34,3144
8351,85,35,546
8352,85,36,632
8353,85,37,3479
8354,85,38,3776
8355,85,39,4049
8356,85,40,1504
8357,85,41,3729
8358,85,42,1954
8359,85,43,2491
8360,85,44,429
8361,85,45,2494
8362,85,46,718
8363,85,47,787
8364,85,48,814
8365,85,49,1120
8366,85,50,606
8367,85,51,3479
8368,85,52,976
8369,85,53,937
8370,85,54,1750
8371,85,55,2102
8372,85,56,2304
8373,85,57,1504
8374,85,58,7380
8375,85,59,1665
8376,85,60,722
8377,85,61,1057
8378,85,62,4738
8379,85,63,730
8380,85,64,5020
8381,85,65,5771
8382,85,66,1548
8383,85,67,82
8384,85,68,700
8385,85,69,745
8386,85,70,751
8387,85,71,2250
8388,85,72,372
8389,85,73,518
8390,85,74,1736
8391,85,75,1822
8392,85,76,1083
8393,85,77,930
8394,85,78,773
8395,85,79,2210
8396,85,80,1368
8397,85,81,720
8398,85,82,330
8399,85,83,1644
8400,85,84,1987
8401,85,85,0
8402,85,86,529
8403,85,87,1289
8404,85,88,629
8405,85,89,829
8406,85,90,1018
8407,85,91,1001
8408,85,92,1139
8409,85,93,2161
8410,85,94,2474
8411,85,95,330
8412,85,96,605
8413,85,97,1889
8414,85,98,564
8415,85,99,0
8416,86,1,604
8417,86,2,623
8418,86,3,319
8419,86,4,319
8420,86,5,569
8421,86,6,565
8422,86,7,318
8423,86,8,281
8424,86,9,232
8425,86,10,320
8426,86,11,456
8427,86,12,610
8428,86,13,711
8429,86,14,1057
8430,86,15,197
8431,86,16,1240
8432,86,17,476
8433,86,18,463
8434,86,19,300
8435,86,20,896
8436,86,21,884
8437,86,22,666
8438,86,23,570
8439,86,24,1685
8440,86,25,1030
8441,86,26,1646
8442,86,27,2909
8443,86,28,809
8444,86,29,3787
8445,86,30,1665
8446,86,31,3277
8447,86,32,448
8448,86,33,836
8449,86,34,2953
8450,86,35,356
8451,86,36,243
8452,86,37,3847
8453,86,38,3685
8454,86,39,3670
8455,86,40,1313
8456,86,41,3626
8457,86,42,2398
8458,86,43,2754
8459,86,44,872
8460,86,45,2756
8461,86,46,347
8462,86,47,1231
8463,86,48,748
8464,86,49,1563
8465,86,50,323
8466,86,51,3388
8467,86,52,796
8468,86,53,566
8469,86,54,2194
8470,86,55,2546
8471,86,56,2113
8472,86,57,1313
8473,86,58,7823
8474,86,59,2108
8475,86,60,334
8476,86,61,679
8477,86,62,4547
8478,86,63,362
8479,86,64,4829
8480,86,65,5895
8481,86,66,1357
8482,86,67,561
8483,86,68,468
8484,86,69,356
8485,86,70,373
8486,86,71,2625
8487,86,72,815
8488,86,73,961
8489,86,74,1358
8490,86,75,2265
8491,86,76,892
8492,86,77,563
8493,86,78,996
8494,86,79,2473
8495,86,80,1177
8496,86,81,331
8497,86,82,489
8498,86,83,1453
8499,86,84,2430
8500,86,85,509
8501,86,86,0
8502,86,87,910
8503,86,88,443
8504,86,89,502
8505,86,90,639
8506,86,91,1109
8507,86,92,1065
8508,86,93,2424
8509,86,94,2096
8510,86,95,773
8511,86,96,373
8512,86,97,1511
8513,86,98,374
8514,86,99,517
8515,87,1,652
8516,87,2,786
8517,87,3,880
8518,87,4,1005
8519,87,5,731
8520,87,6,880
8521,87,7,785
8522,87,8,808
8523,87,9,878
8524,87,10,805
8525,87,11,808
8526,87,12,587
8527,87,13,388
8528,87,14,1296
8529,87,15,1093
8530,87,16,1521
8531,87,17,917
8532,87,18,1104
8533,87,19,1209
8534,87,20,1672
8535,87,21,1660
8536,87,22,593
8537,87,23,1051
8538,87,24,1066
8539,87,25,1624
8540,87,26,1014
8541,87,27,3561
8542,87,28,800
8543,87,29,3551
8544,87,30,1033
8545,87,31,2831
8546,87,32,839
8547,87,33,865
8548,87,34,2342
8549,87,35,1028
8550,87,36,844
8551,87,37,3610
8552,87,38,3358
8553,87,39,3472
8554,87,40,651
8555,87,41,3180
8556,87,42,2991
8557,87,43,3405
8558,87,44,1648
8559,87,45,3408
8560,87,46,850
8561,87,47,1546
8562,87,48,1262
8563,87,49,2157
8564,87,50,895
8565,87,51,3152
8566,87,52,932
8567,87,53,728
8568,87,54,2787
8569,87,55,2564
8570,87,56,1502
8571,87,57,651
8572,87,58,8417
8573,87,59,2702
8574,87,60,798
8575,87,61,361
8576,87,62,3936
8577,87,63,874
8578,87,64,4218
8579,87,65,6546
8580,87,66,746
8581,87,67,1325
8582,87,68,924
8583,87,69,821
8584,87,70,846
8585,87,71,3285
8586,87,72,1426
8587,87,73,1737
8588,87,74,725
8589,87,75,2283
8590,87,76,391
8591,87,77,862
8592,87,78,987
8593,87,79,3125
8594,87,80,566
8595,87,81,796
8596,87,82,1152
8597,87,83,842
8598,87,84,2449
8599,87,85,1273
8600,87,86,1067
8601,87,87,0
8602,87,88,1107
8603,87,89,854
8604,87,90,513
8605,87,91,1008
8606,87,92,1304
8607,87,93,3075
8608,87,94,1477
8609,87,95,1550
8610,87,96,939
8611,87,97,1312
8612,87,98,936
8613,87,99,1273
8614,88,1,893
8615,88,2,912
8616,88,3,266
8617,88,4,306
8618,88,5,857
8619,88,6,853
8620,88,7,606
8621,88,8,570
8622,88,9,520
8623,88,10,608
8624,88,11,538
8625,88,12,899
8626,88,13,999
8627,88,14,665
8628,88,15,281
8629,88,16,1305
8630,88,17,422
8631,88,18,751
8632,88,19,413
8633,88,20,873
8634,88,21,941
8635,88,22,955
8636,88,23,148
8637,88,24,1672
8638,88,25,1136
8639,88,26,1708
8640,88,27,2729
8641,88,28,1097
8642,88,29,4020
8643,88,30,1727
8644,88,31,3566
8645,88,32,737
8646,88,33,1117
8647,88,34,3145
8648,88,35,181
8649,88,36,532
8650,88,37,4080
8651,88,38,3973
8652,88,39,3522
8653,88,40,1622
8654,88,41,3915
8655,88,42,2387
8656,88,43,2574
8657,88,44,924
8658,88,45,2577
8659,88,46,636
8660,88,47,1388
8661,88,48,451
8662,88,49,1552
8663,88,50,612
8664,88,51,3676
8665,88,52,421
8666,88,53,854
8667,88,54,2183
8668,88,55,2703
8669,88,56,2401
8670,88,57,1622
8671,88,58,7812
8672,88,59,2098
8673,88,60,622
8674,88,61,820
8675,88,62,4739
8676,88,63,651
8677,88,64,5021
8678,88,65,5715
8679,88,66,1666
8680,88,67,681
8681,88,68,456
8682,88,69,645
8683,88,70,661
8684,88,71,2464
8685,88,72,935
8686,88,73,1017
8687,88,74,1419
