id,id_a,id_b,durasi
541,6,46,246
542,6,47,1176
543,6,48,909
544,6,49,1737
545,6,50,160
546,6,51,3287
547,6,52,803
548,6,53,465
549,6,54,2368
550,6,55,2487
551,6,56,1876
552,6,57,1076
553,6,58,7997
554,6,59,2282
555,6,60,162
556,6,61,417
557,6,62,4310
558,6,63,139
559,6,64,4592
560,6,65,6075
561,6,66,1120
562,6,67,741
563,6,68,399
564,6,69,184
565,6,70,111
566,6,71,2805
567,6,72,965
568,6,73,1141
569,6,74,1096
570,6,75,2206
571,6,76,750
572,6,77,345
573,6,78,895
574,6,79,2653
575,6,80,940
576,6,81,61
577,6,82,417
578,6,83,1217
579,6,84,2371
580,6,85,689
581,6,86,332
582,6,87,649
583,6,88,605
584,6,89,329
585,6,90,377
586,6,91,1008
587,6,92,1153
588,6,93,2604
589,6,94,1834
590,6,95,954
591,6,96,414
592,6,97,1249
593,6,98,536
594,6,99,697
595,7,1,456
596,7,2,474
597,7,3,371
598,7,4,361
599,7,5,420
600,7,6,307
601,7,7,0
602,7,8,23
603,7,9,93
604,7,10,87
605,7,11,223
606,7,12,461
607,7,13,562
608,7,14,1074
609,7,15,311
610,7,16,1099
611,7,17,397
612,7,18,322
613,7,19,427
614,7,20,1028
615,7,21,1016
616,7,22,517
617,7,23,683
618,7,24,1374
619,7,25,1157
620,7,26,1335
621,7,27,3042
622,7,28,660
623,7,29,3638
624,7,30,1354
625,7,31,3128
626,7,32,246
627,7,33,687
628,7,34,2666
629,7,35,469
630,7,36,59
631,7,37,3698
632,7,38,3536
633,7,39,3359
634,7,40,1027
635,7,41,3477
636,7,42,2524
637,7,43,2886
638,7,44,1005
639,7,45,2889
640,7,46,198
641,7,47,1128
642,7,48,861
643,7,49,1689
644,7,50,112
645,7,51,3239
646,7,52,754
647,7,53,417
648,7,54,2320
649,7,55,2439
650,7,56,1826
651,7,57,1027
652,7,58,7949
653,7,59,2234
654,7,60,101
655,7,61,368
656,7,62,4260
657,7,63,92
658,7,64,4542
659,7,65,6027
660,7,66,1071
661,7,67,693
662,7,68,340
663,7,69,124
664,7,70,63
665,7,71,2757
666,7,72,917
667,7,73,1093
668,7,74,1046
669,7,75,2158
670,7,76,700
671,7,77,295
672,7,78,847
673,7,79,2606
674,7,80,891
675,7,81,13
676,7,82,370
677,7,83,1167
678,7,84,2323
679,7,85,642
680,7,86,285
681,7,87,599
682,7,88,557
683,7,89,270
684,7,90,328
685,7,91,960
686,7,92,1082
687,7,93,2556
688,7,94,1785
689,7,95,906
690,7,96,355
691,7,97,1199
692,7,98,488
693,7,99,649
694,8,1,492
695,8,2,511
696,8,3,349
697,8,4,339
698,8,5,456
699,8,6,323
700,8,7,37
701,8,8,0
702,8,9,71
703,8,10,64
704,8,11,200
705,8,12,498
706,8,13,599
707,8,14,1051
708,8,15,287
709,8,16,1135
710,8,17,374
711,8,18,359
712,8,19,403
713,8,20,1004
714,8,21,992
715,8,22,554
716,8,23,626
717,8,24,1390
718,8,25,1193
719,8,26,1351
720,8,27,3017
721,8,28,697
722,8,29,3675
723,8,30,1370
724,8,31,3165
725,8,32,283
726,8,33,724
727,8,34,2683
728,8,35,445
729,8,36,36
730,8,37,3734
731,8,38,3573
732,8,39,3375
733,8,40,1043
734,8,41,3514
735,8,42,2560
736,8,43,2862
737,8,44,980
738,8,45,2865
739,8,46,235
740,8,47,1165
741,8,48,837
742,8,49,1726
743,8,50,149
744,8,51,3276
745,8,52,728
746,8,53,454
747,8,54,2357
748,8,55,2476
749,8,56,1843
750,8,57,1043
751,8,58,7986
752,8,59,2271
753,8,60,78
754,8,61,384
755,8,62,4277
756,8,63,128
757,8,64,4559
758,8,65,6003
759,8,66,1087
760,8,67,669
761,8,68,317
762,8,69,101
763,8,70,100
764,8,71,2733
765,8,72,954
766,8,73,1069
767,8,74,1063
768,8,75,2195
769,8,76,716
770,8,77,311
771,8,78,884
772,8,79,2581
773,8,80,907
774,8,81,50
775,8,82,406
776,8,83,1183
777,8,84,2360
778,8,85,617
779,8,86,260
780,8,87,616
781,8,88,533
782,8,89,247
783,8,90,344
784,8,91,997
785,8,92,1059
786,8,93,2532
787,8,94,1801
788,8,95,882
789,8,96,332
790,8,97,1216
791,8,98,431
792,8,99,625
793,9,1,686
794,9,2,705
795,9,3,278
796,9,4,268
797,9,5,650
798,9,6,646
799,9,7,400
800,9,8,363
801,9,9,0
802,9,10,401
803,9,11,499
804,9,12,692
805,9,13,792
806,9,14,1067
807,9,15,254
808,9,16,1321
809,9,17,418
810,9,18,545
811,9,19,370
812,9,20,972
813,9,21,960
814,9,22,748
815,9,23,555
816,9,24,1766
817,9,25,1106
818,9,26,1728
819,9,27,2985
820,9,28,891
821,9,29,3869
822,9,30,1747
823,9,31,3359
824,9,32,530
825,9,33,918
826,9,34,3034
827,9,35,413
828,9,36,325
829,9,37,3928
830,9,38,3767
831,9,39,3752
832,9,40,1394
833,9,41,3708
834,9,42,2473
835,9,43,2830
836,9,44,948
837,9,45,2832
838,9,46,429
839,9,47,1306
840,9,48,805
841,9,49,1639
842,9,50,405
843,9,51,3470
844,9,52,777
845,9,53,648
846,9,54,2269
847,9,55,2621
848,9,56,2194
849,9,57,1394
850,9,58,7899
851,9,59,2184
852,9,60,415
853,9,61,760
854,9,62,4628
855,9,63,444
856,9,64,4910
857,9,65,5970
858,9,66,1439
859,9,67,637
860,9,68,417
861,9,69,438
862,9,70,454
863,9,71,2700
864,9,72,891
865,9,73,1036
866,9,74,1439
867,9,75,2341
868,9,76,974
869,9,77,644
870,9,78,1077
871,9,79,2549
872,9,80,1259
873,9,81,413
874,9,82,565
875,9,83,1535
876,9,84,2506
877,9,85,585
878,9,86,259
879,9,87,992
880,9,88,500
881,9,89,546
882,9,90,720
883,9,91,1190
884,9,92,1075
885,9,93,2499
886,9,94,2177
887,9,95,849
888,9,96,322
889,9,97,1592
890,9,98,360
891,9,99,593
892,10,1,570
893,10,2,589
894,10,3,357
895,10,4,363
896,10,5,534
897,10,6,401
898,10,7,114
899,10,8,78
900,10,9,125
901,10,10,0
902,10,11,166
903,10,12,576
904,10,13,676
905,10,14,1017
906,10,15,341
907,10,16,1213
908,10,17,340
909,10,18,436
910,10,19,457
911,10,20,1058
912,10,21,1046
913,10,22,632
914,10,23,634
915,10,24,1427
916,10,25,1193
917,10,26,1389
918,10,27,3072
919,10,28,774
920,10,29,3753
921,10,30,1408
922,10,31,3242
923,10,32,361
924,10,33,802
925,10,34,2760
926,10,35,499
927,10,36,91
928,10,37,3812
929,10,38,3650
930,10,39,3413
931,10,40,1121
932,10,41,3592
933,10,42,2560
934,10,43,2916
935,10,44,1034
936,10,45,2919
937,10,46,313
938,10,47,1242
939,10,48,891
940,10,49,1725
941,10,50,227
942,10,51,3353
943,10,52,694
944,10,53,531
945,10,54,2356
946,10,55,2553
947,10,56,1920
948,10,57,1121
949,10,58,7985
950,10,59,2271
951,10,60,44
952,10,61,421
953,10,62,4354
954,10,63,206
955,10,64,4636
956,10,65,6057
957,10,66,1165
958,10,67,723
959,10,68,283
960,10,69,67
961,10,70,178
962,10,71,2787
963,10,72,978
964,10,73,1123
965,10,74,1100
966,10,75,2273
967,10,76,794
968,10,77,389
969,10,78,961
970,10,79,2636
971,10,80,985
972,10,81,127
973,10,82,484
974,10,83,1261
975,10,84,2438
976,10,85,672
977,10,86,314
978,10,87,653
979,10,88,587
980,10,89,213
981,10,90,381
982,10,91,1074
983,10,92,1025
984,10,93,2586
985,10,94,1838
986,10,95,936
987,10,96,298
988,10,97,1253
989,10,98,439
990,10,99,679
991,11,1,748
992,11,2,767
993,11,3,213
994,11,4,219
995,11,5,712
996,11,6,579
997,11,7,292
998,11,8,256
999,11,9,303
1000,11,10,217
1001,11,11,0
1002,11,12,754
1003,11,13,854
1004,11,14,889
1005,11,15,338
1006,11,16,1391
1007,11,17,196
1008,11,18,614
1009,11,19,470
1010,11,20,1072
1011,11,21,1060
1012,11,22,810
1013,11,23,490
1014,11,24,1440
1015,11,25,1206
1016,11,26,1401
1017,11,27,3085
1018,11,28,953
1019,11,29,3931
1020,11,30,1420
1021,11,31,3311
1022,11,32,539
1023,11,33,980
1024,11,34,2838
1025,11,35,386
1026,11,36,269
1027,11,37,3990
1028,11,38,3829
1029,11,39,3425
1030,11,40,1273
1031,11,41,3660
1032,11,42,2574
1033,11,43,2930
1034,11,44,1048
1035,11,45,2932
1036,11,46,491
1037,11,47,1420
1038,11,48,838
1039,11,49,1739
1040,11,50,405
1041,11,51,3532
1042,11,52,570
1043,11,53,710
1044,11,54,2370
1045,11,55,2732
1046,11,56,2073
1047,11,57,1273
1048,11,58,7999
1049,11,59,2284
1050,11,60,209
1051,11,61,474
1052,11,62,4432
1053,11,63,384
1054,11,64,4714
1055,11,65,6071
1056,11,66,1317
1057,11,67,737
1058,11,68,138
1059,11,69,232
1060,11,70,356
1061,11,71,2801
1062,11,72,991
1063,11,73,1137
1064,11,74,1112
1065,11,75,2451
1066,11,76,946
1067,11,77,567
1068,11,78,1139
1069,11,79,2649
1070,11,80,1137
1071,11,81,306
1072,11,82,662
1073,11,83,1401
1074,11,84,2616
1075,11,85,685
1076,11,86,446
1077,11,87,706
1078,11,88,466
1079,11,89,68
1080,11,90,434
1081,11,91,1252
1082,11,92,897
1083,11,93,2600
1084,11,94,1851
1085,11,95,949
1086,11,96,153
1087,11,97,1265
1088,11,98,294
1089,11,99,693
1090,12,1,398
1091,12,2,532
1092,12,3,901
1093,12,4,900
1094,12,5,477
1095,12,6,626
1096,12,7,620
1097,12,8,654
1098,12,9,673
1099,12,10,718
1100,12,11,790
1101,12,12,0
1102,12,13,100
1103,12,14,1466
1104,12,15,778
1105,12,16,1022
1106,12,17,899
1107,12,18,586
1108,12,19,894
1109,12,20,1172
1110,12,21,1160
1111,12,22,112
1112,12,23,1151
1113,12,24,1366
1114,12,25,1125
1115,12,26,1314
1116,12,27,3366
1117,12,28,300
1118,12,29,3240
1119,12,30,1333
1120,12,31,2666
1121,12,32,585
1122,12,33,365
1123,12,34,2342
1124,12,35,937
1125,12,36,690
1126,12,37,3300
1127,12,38,3138
1128,12,39,3705
1129,12,40,702
1130,12,41,3016
1131,12,42,2492
1132,12,43,3210
1133,12,44,1148
1134,12,45,3213
1135,12,46,483
1136,12,47,1046
1137,12,48,1329
1138,12,49,1657
1139,12,50,580
1140,12,51,2841
1141,12,52,1102
1142,12,53,475
1143,12,54,2288
1144,12,55,2064
1145,12,56,1502
1146,12,57,702
1147,12,58,7917
1148,12,59,2202
1149,12,60,732
1150,12,61,586
1151,12,62,3936
1152,12,63,710
1153,12,64,4218
1154,12,65,6477
1155,12,66,746
1156,12,67,825
1157,12,68,907
1158,12,69,755
1159,12,70,682
1160,12,71,3013
1161,12,72,926
1162,12,73,1237
1163,12,74,1026
1164,12,75,1784
1165,12,76,282
1166,12,77,624
1167,12,78,487
1168,12,79,2930
1169,12,80,566
1170,12,81,631
1171,12,82,606
1172,12,83,843
1173,12,84,1949
1174,12,85,774
1175,12,86,752
1176,12,87,604
1177,12,88,1024
1178,12,89,837
1179,12,90,674
1180,12,91,603
1181,12,92,1474
1182,12,93,2880
1183,12,94,1777
1184,12,95,1050
1185,12,96,922
1186,12,97,1545
1187,12,98,955
1188,12,99,774
1189,13,1,321
1190,13,2,455
1191,13,3,880
1192,13,4,883
1193,13,5,400
1194,13,6,549
1195,13,7,543
1196,13,8,577
1197,13,9,648
1198,13,10,641
1199,13,11,686
1200,13,12,256
1201,13,13,0
1202,13,14,1362
1203,13,15,852
1204,13,16,1152
1205,13,17,795
1206,13,18,719
1207,13,19,968
1208,13,20,1302
1209,13,21,1290
1210,13,22,199
1211,13,23,1129
1212,13,24,1262
1213,13,25,1255
1214,13,26,1210
1215,13,27,3496
1216,13,28,430
1217,13,29,3251
1218,13,30,1229
1219,13,31,2556
1220,13,32,508
1221,13,33,495
1222,13,34,2225
1223,13,35,1010
1224,13,36,613
1225,13,37,3310
1226,13,38,3083
1227,13,39,3601
1228,13,40,585
1229,13,41,2906
1230,13,42,2622
1231,13,43,3340
1232,13,44,1279
1233,13,45,3343
1234,13,46,519
1235,13,47,1176
1236,13,48,1350
1237,13,49,1787
1238,13,50,653
1239,13,51,2852
1240,13,52,998
1241,13,53,397
1242,13,54,2418
1243,13,55,2194
1244,13,56,1385
1245,13,57,585
1246,13,58,8047
1247,13,59,2332
1248,13,60,655
1249,13,61,483
1250,13,62,3819
1251,13,63,633
1252,13,64,4101
1253,13,65,6568
1254,13,66,630
1255,13,67,955
1256,13,68,803
1257,13,69,678
1258,13,70,604
1259,13,71,3143
1260,13,72,1056
1261,13,73,1367
1262,13,74,922
1263,13,75,1914
1264,13,76,178
1265,13,77,547
1266,13,78,617
1267,13,79,3060
1268,13,80,449
1269,13,81,554
1270,13,82,736
1271,13,83,726
1272,13,84,2079
1273,13,85,904
1274,13,86,826
1275,13,87,500
1276,13,88,1098
1277,13,89,733
1278,13,90,570
1279,13,91,613
1280,13,92,1370
1281,13,93,3010
1282,13,94,1673
1283,13,95,1180
1284,13,96,818
1285,13,97,1442
1286,13,98,936
1287,13,99,904
1288,14,1,1492
1289,14,2,1511
1290,14,3,780
1291,14,4,820
1292,14,5,1457
1293,14,6,1296
1294,14,7,1125
1295,14,8,1077
1296,14,9,1120
1297,14,10,1038
1298,14,11,894
1299,14,12,1462
1300,14,13,1427
1301,14,14,0
1302,14,15,881
1303,14,16,1576
1304,14,17,937
1305,14,18,1351
1306,14,19,1013
1307,14,20,1144
1308,14,21,1292
1309,14,22,1518
1310,14,23,501
1311,14,24,1615
1312,14,25,1406
1313,14,26,1650
1314,14,27,2678
1315,14,28,1697
1316,14,29,4291
1317,14,30,1669
1318,14,31,3560
1319,14,32,1336
1320,14,33,1716
1321,14,34,3088
1322,14,35,802
1323,14,36,1090
1324,14,37,4350
1325,14,38,4087
1326,14,39,3465
1327,14,40,1593
1328,14,41,3909
1329,14,42,2658
1330,14,43,2522
1331,14,44,1393
1332,14,45,2525
1333,14,46,1235
1334,14,47,1659
1335,14,48,473
1336,14,49,1823
1337,14,50,1235
1338,14,51,3981
1339,14,52,365
1340,14,53,1454
1341,14,54,2454
1342,14,55,2974
1343,14,56,2343
1344,14,57,1593
1345,14,58,8083
1346,14,59,2368
1347,14,60,1030
1348,14,61,985
1349,14,62,4682
1350,14,63,1215
1351,14,64,4964
1352,14,65,5663
1353,14,66,1739
1354,14,67,1279
1355,14,68,970
1356,14,69,1053
1357,14,70,1186
1358,14,71,2667
1359,14,72,1521
1360,14,73,1369
1361,14,74,1362
1362,14,75,2693
1363,14,76,1431
1364,14,77,1284
1365,14,78,1884
1366,14,79,2242
1367,14,80,1621
1368,14,81,1136
1369,14,82,1208
1370,14,83,1651
1371,14,84,2858
1372,14,85,1228
1373,14,86,1065
1374,14,87,1190
1375,14,88,648
1376,14,89,941
1377,14,90,910
1378,14,91,1997
1379,14,92,8
1380,14,93,2192
1381,14,94,2100
1382,14,95,1295
1383,14,96,875
1384,14,97,1305
1385,14,98,690
1386,14,99,1235
1387,15,1,612
1388,15,2,631
1389,15,3,122
1390,15,4,162
1391,15,5,576
1392,15,6,572
1393,15,7,325
1394,15,8,289
1395,15,9,239
1396,15,10,327
1397,15,11,394
1398,15,12,617
1399,15,13,718
1400,15,14,859
1401,15,15,0
1402,15,16,1056
1403,15,17,279
1404,15,18,470
1405,15,19,132
1406,15,20,734
1407,15,21,722
1408,15,22,674
1409,15,23,372
1410,15,24,1615
1411,15,25,868
1412,15,26,1577
1413,15,27,2747
1414,15,28,816
1415,15,29,3700
1416,15,30,1596
1417,15,31,3284
1418,15,32,456
1419,15,33,835
1420,15,34,2960
1421,15,35,159
1422,15,36,250
1423,15,37,3760
1424,15,38,3692
1425,15,39,3600
1426,15,40,1320
1427,15,41,3634
1428,15,42,2235
1429,15,43,2592
1430,15,44,710
1431,15,45,2594
1432,15,46,354
1433,15,47,1068
1434,15,48,550
1435,15,49,1401
1436,15,50,330
1437,15,51,3395
1438,15,52,598
1439,15,53,573
1440,15,54,2031
1441,15,55,2383
1442,15,56,2120
1443,15,57,1320
1444,15,58,7661
1445,15,59,1946
1446,15,60,341
1447,15,61,686
1448,15,62,4554
1449,15,63,370
1450,15,64,4836
1451,15,65,5732
1452,15,66,1364
1453,15,67,399
1454,15,68,312
1455,15,69,364
1456,15,70,380
1457,15,71,2462
1458,15,72,653
1459,15,73,798
1460,15,74,1288
1461,15,75,2103
1462,15,76,900
1463,15,77,570
1464,15,78,1003
1465,15,79,2311
1466,15,80,1184
1467,15,81,338
1468,15,82,327
1469,15,83,1461
1470,15,84,2268
1471,15,85,347
1472,15,86,185
1473,15,87,918
1474,15,88,246
1475,15,89,441
1476,15,90,646
1477,15,91,1116
1478,15,92,868
1479,15,93,2261
1480,15,94,2026
1481,15,95,611
1482,15,96,217
1483,15,97,1441
1484,15,98,177
1485,15,99,355
1486,16,1,1313
1487,16,2,1319
1488,16,3,1129
1489,16,4,1169
1490,16,5,1265
1491,16,6,1307
1492,16,7,1160
1493,16,8,1084
1494,16,9,1074
1495,16,10,1149
1496,16,11,1285
1497,16,12,1043
1498,16,13,1092
1499,16,14,1412
1500,16,15,1007
1501,16,16,0
1502,16,17,1285
1503,16,18,898
1504,16,19,1007
1505,16,20,933
1506,16,21,580
1507,16,22,980
1508,16,23,1208
1509,16,24,2358
1510,16,25,296
1511,16,26,2062
1512,16,27,2824
1513,16,28,927
1514,16,29,3038
1515,16,30,2081
1516,16,31,3127
1517,16,32,1191
1518,16,33,903
1519,16,34,3033
1520,16,35,1165
1521,16,36,1085
1522,16,37,3097
1523,16,38,3524
1524,16,39,4359
1525,16,40,1695
1526,16,41,3476
1527,16,42,1641
1528,16,43,2668
1529,16,44,718
1530,16,45,2671
1531,16,46,1043
1532,16,47,195
1533,16,48,1096
1534,16,49,807
1535,16,50,981
1536,16,51,3135
1537,16,52,1258
1538,16,53,1262
1539,16,54,1437
1540,16,55,1720
1541,16,56,2193
1542,16,57,1695
1543,16,58,7067
1544,16,59,1352
1545,16,60,1162
1546,16,61,1432
1547,16,62,4627
1548,16,63,1105
1549,16,64,4909
1550,16,65,5807
1551,16,66,1610
1552,16,67,678
1553,16,68,1319
1554,16,69,1185
1555,16,70,1126
1556,16,71,2163
1557,16,72,409
1558,16,73,657
1559,16,74,2018
1560,16,75,1440
1561,16,76,1274
1562,16,77,1305
1563,16,78,761
1564,16,79,2388
1565,16,80,1559
1566,16,81,1173
1567,16,82,847
1568,16,83,1562
1569,16,84,1605
1570,16,85,675
1571,16,86,1148
1572,16,87,1596
1573,16,88,1213
1574,16,89,1331
1575,16,90,1392
